congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,22134,32,1.0,KS,200.0,,,"MANN, Tracey",M000871,1976.0,,0.609,0.073,-115.50838,0.87153,840,56,,0.658,0.158
117,House,14854,51,5.0,KY,200.0,,,"ROGERS, Harold Dallas (Hal)",R000395,1937.0,,0.334,0.156,-79.96797,0.90867,835,33,,0.348,0.551
117,House,20723,51,3.0,KY,100.0,,,"YARMUTH, John",Y000062,1947.0,,-0.378,-0.275,-17.65847,0.97654,744,6,,-0.349,-0.357
117,House,20916,51,2.0,KY,200.0,,,"GUTHRIE, Brett",G000558,1964.0,,0.427,0.273,-52.26214,0.93954,838,18,,0.42,0.435
117,House,21333,51,6.0,KY,200.0,,,"BARR, Garland H. (Andy), IV",B001282,1973.0,,0.489,0.293,-72.90845,0.91581,829,30,,0.431,0.36
117,House,21565,51,1.0,KY,200.0,,,"COMER, James",C001108,1972.0,,0.592,-0.066,-150.98455,0.8344,834,79,,0.54,-0.087
117,House,31102,51,4.0,KY,200.0,,,"MASSIE, Thomas",M001184,1971.0,,0.659,-0.752,-182.25355,0.79873,811,75,,0.669,-0.744
117,House,20759,45,1.0,LA,200.0,,,"SCALISE, Steve",S001176,1965.0,,0.559,0.163,-84.91184,0.90036,809,32,,0.533,0.222
117,House,21137,45,2.0,LA,100.0,,,"RICHMOND, Cedric",R000588,1973.0,,-0.486,0.332,-0.00248,0.99982,14,0,,-0.387,-0.04
117,House,21523,45,6.0,LA,200.0,,,"GRAVES, Garret",G000577,1972.0,,0.425,0.049,-100.45104,0.88549,826,38,,0.393,0.313
117,House,21724,45,3.0,LA,200.0,,,"HIGGINS, Clay",H001077,1961.0,,0.628,-0.325,-191.14747,0.77476,749,92,,0.648,-0.394
117,House,21727,45,4.0,LA,200.0,,,"JOHNSON, Mike",J000299,1972.0,,0.565,0.027,-108.78695,0.87389,807,50,,0.588,0.139
117,House,22157,45,5.0,LA,200.0,,,"LETLOW, Julia",L000595,1981.0,,0.432,0.335,-60.58929,0.92169,743,21,,0.416,0.534
117,House,22158,45,2.0,LA,100.0,,,"CARTER, Troy",C001125,1963.0,,-0.521,0.285,-20.47059,0.97189,718,9,,-0.38,0.164
117,House,20920,2,1.0,ME,100.0,,,"PINGREE, Chellie",P000597,1955.0,,-0.423,-0.364,-23.75224,0.97205,838,9,,-0.384,-0.15
117,House,21923,2,2.0,ME,100.0,,,"GOLDEN, Jared",G000592,1982.0,,-0.107,0.392,-119.1718,0.86381,814,50,,-0.11,0.358
117,House,14873,52,5.0,MD,100.0,,,"HOYER, Steny Hamilton",H000874,1939.0,,-0.381,0.124,-15.54702,0.98126,822,5,,-0.456,0.356
117,House,15433,52,7.0,MD,100.0,,,"MFUME, Kweisi",M000687,1948.0,,-0.44,-0.326,-16.30625,0.98033,821,5,,-0.429,-0.21
117,House,20329,52,2.0,MD,100.0,,,"RUPPERSBERGER, C. A. Dutch",R000576,1946.0,,-0.299,0.12,-18.65823,0.9778,831,9,,-0.316,0.087
117,House,20724,52,3.0,MD,100.0,,,"SARBANES, John",S001168,1962.0,,-0.466,-0.078,-14.89927,0.98236,837,6,,-0.414,-0.098
117,House,21139,52,1.0,MD,200.0,,,"HARRIS, Andy",H001052,1957.0,,0.675,-0.376,-158.23523,0.82451,820,77,,0.741,-0.331
117,House,21707,52,4.0,MD,100.0,,,"BROWN, Anthony Gregory",B001304,1961.0,,-0.344,-0.063,-27.01327,0.96786,827,15,,-0.511,0.323
117,House,21741,52,8.0,MD,100.0,,,"RASKIN, Jamie Ben",R000606,1962.0,,-0.498,-0.229,-14.47285,0.98269,829,6,,-0.377,-0.435
117,House,21978,52,6.0,MD,100.0,,,"TRONE, David",T000483,1955.0,,-0.348,0.23,-25.0884,0.97033,833,10,,-0.319,0.401
117,House,15616,3,1.0,MA,100.0,,,"NEAL, Richard Edmund",N000015,1949.0,,-0.417,-0.105,-16.52943,0.98038,834,7,,-0.41,0.057
117,House,20119,3,8.0,MA,100.0,,,"LYNCH, Stephen F.",L000562,1955.0,,-0.342,0.048,-17.84078,0.97884,834,6,,-0.29,0.036
117,House,21140,3,9.0,MA,100.0,,,"KEATING, William R.",K000375,1952.0,,-0.329,-0.101,-18.04956,0.97826,821,8,,-0.335,0.113
117,House,21375,3,5.0,MA,100.0,,,"CLARK, Katherine M.",C001101,1963.0,,-0.477,-0.25,-11.5486,0.98628,836,5,,-0.464,-0.3
117,House,21525,3,6.0,MA,100.0,,,"MOULTON, Seth",M001196,1978.0,,-0.286,-0.044,-35.17978,0.95889,838,11,,-0.225,-0.066
117,House,21955,3,7.0,MA,100.0,,,"PRESSLEY, Ayanna",P000617,1974.0,,-0.376,-0.927,-28.41813,0.96654,835,9,,-0.386,-0.922
117,House,21977,3,3.0,MA,100.0,,,"TRAHAN, Lori",T000482,1973.0,,-0.411,-0.121,-15.1359,0.98212,839,7,,-0.457,-0.062
117,House,22100,3,4.0,MA,100.0,,,"AUCHINCLOSS, Jake",A000148,1988.0,,-0.275,-0.271,-29.50287,0.96537,837,8,,-0.323,-0.46
117,House,29729,3,2.0,MA,100.0,,,"McGOVERN, James P.",M000312,1959.0,,-0.538,-0.351,-13.9042,0.98345,833,5,,-0.496,-0.558
117,House,15446,23,6.0,MI,200.0,,,"UPTON, Frederick Stephen",U000031,1953.0,,0.32,-0.355,-208.10778,0.78033,839,106,,0.205,-0.027
117,House,20725,23,7.0,MI,200.0,,,"WALBERG, Tim",W000798,1951.0,,0.498,0.165,-98.22483,0.8889,834,31,,0.485,0.209
117,House,21142,23,2.0,MI,200.0,,,"HUIZENGA, Bill",H001058,1969.0,,0.53,0.055,-112.97713,0.8726,829,42,,0.494,0.068
117,House,21372,23,5.0,MI,100.0,,,"KILDEE, Dan",K000380,1958.0,,-0.359,-0.183,-21.56786,0.97459,838,8,,-0.266,-0.279
117,House,21526,23,4.0,MI,200.0,,,"MOOLENAAR, John",M001194,1961.0,,0.447,0.177,-127.3584,0.85932,840,58,,0.511,0.064
117,House,21529,23,12.0,MI,100.0,,,"DINGELL, Debbie",D000624,1953.0,,-0.398,-0.186,-21.65526,0.97437,834,6,,-0.371,-0.178
117,House,21530,23,14.0,MI,100.0,,,"LAWRENCE, Brenda L",L000581,1954.0,,-0.448,-0.039,-17.19258,0.97969,838,8,,-0.51,-0.08
117,House,21704,23,1.0,MI,200.0,,,"BERGMAN, John",B001301,1947.0,,0.433,0.088,-87.98716,0.89953,831,29,,0.441,0.177
117,House,21940,23,9.0,MI,100.0,,,"LEVIN, Andy",L000592,1960.0,,-0.474,-0.563,-15.6005,0.98158,839,3,,-0.428,-0.572
117,House,21965,23,8.0,MI,100.0,,,"SLOTKIN, Elissa",S001208,1976.0,,-0.373,0.784,-69.61189,0.91765,810,19,,-0.34,0.94
117,House,21972,23,11.0,MI,100.0,,,"STEVENS, Haley",S001215,1983.0,,-0.366,0.242,-21.39683,0.97485,840,9,,-0.366,0.262
117,House,21975,23,13.0,MI,100.0,,,"TLAIB, Rashida",T000481,1976.0,,-0.29,-0.957,-49.11043,0.94248,829,21,,-0.267,-0.964
117,House,22136,23,10.0,MI,200.0,,,"MCCLAIN, Lisa C.",M001136,1966.0,,0.549,0.175,-134.59336,0.85129,836,58,,0.558,0.088
117,House,22137,23,3.0,MI,200.0,,,"MEIJER, Peter",M001186,1988.0,,0.245,0.213,-116.1168,0.87032,836,51,,0.241,0.22
117,House,20122,33,4.0,MN,100.0,,,"MCCOLLUM, Betty",M001143,1954.0,,-0.419,-0.183,-24.43307,0.97116,835,11,,-0.357,-0.158
117,House,21531,33,6.0,MN,200.0,,,"EMMER, Thomas Earl, II",E000294,1961.0,,0.468,-0.063,-131.6894,0.85097,816,49,,0.443,-0.057
117,House,21910,33,2.0,MN,100.0,,,"CRAIG, Angela",C001119,1972.0,,-0.272,0.512,-36.80677,0.95693,836,15,,-0.271,0.644
117,House,21929,33,1.0,MN,200.0,,,"HAGEDORN, Jim",H001088,1962.0,2022.0,0.477,0.345,-20.96589,0.94856,397,8,,0.531,0.362
117,House,21950,33,5.0,MN,100.0,,,"OMAR, Ilhan",O000173,1982.0,,-0.296,-0.955,-37.12533,0.95631,831,14,,-0.305,-0.952
117,House,21953,33,3.0,MN,100.0,,,"PHILLIPS, Dean",P000616,1969.0,,-0.277,0.167,-29.7461,0.96504,836,14,,-0.462,0.624
